행정구역,총인구수,연령구간인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상,2021년12월_남_총인구수,2021년12월_남_연령구간인구수,2021년12월_남_0~9세,2021년12월_남_10~19세,2021년12월_남_20~29세,2021년12월_남_30~39세,2021년12월_남_40~49세,2021년12월_남_50~59세,2021년12월_남_60~69세,2021년12월_남_70~79세,2021년12월_남_80~89세,2021년12월_남_90~99세,2021년12월_남_100세 이상,2021년12월_여_총인구수,2021년12월_여_연령구간인구수,2021년12월_여_0~9세,2021년12월_여_10~19세,2021년12월_여_20~29세,2021년12월_여_30~39세,2021년12월_여_40~49세,2021년12월_여_50~59세,2021년12월_여_60~69세,2021년12월_여_70~79세,2021년12월_여_80~89세,2021년12월_여_90~99세,2021년12월_여_100세 이상
전라남도 함평군 (4686000000),31274 ,31274 ,1210 ,1994 ,2334 ,1838 ,3264 ,5354 ,6197 ,4907 ,3628 ,533 ,15 ,15730 ,15730 ,626 ,1077 ,1366 ,987 ,1934 ,3133 ,3285 ,2089 ,1113 ,120 ,0 ,15544 ,15544 ,584 ,917 ,968 ,851 ,1330 ,2221 ,2912 ,2818 ,2515 ,413 ,15 
전라남도 영광군 (4687000000),51985 ,51985 ,3631 ,4000 ,4661 ,4592 ,6218 ,8415 ,8671 ,6956 ,4279 ,537 ,25 ,25959 ,25959 ,1825 ,2084 ,2647 ,2359 ,3459 ,4682 ,4435 ,3024 ,1328 ,116 ,0 ,26026 ,26026 ,1806 ,1916 ,2014 ,2233 ,2759 ,3733 ,4236 ,3932 ,2951 ,421 ,25 
전라남도 장성군 (4688000000),43365 ,43365 ,2438 ,3164 ,3897 ,3369 ,5239 ,7435 ,7642 ,5717 ,3922 ,528 ,14 ,22206 ,22206 ,1222 ,1654 ,2329 ,1810 ,2920 ,4256 ,4082 ,2536 ,1279 ,116 ,2 ,21159 ,21159 ,1216 ,1510 ,1568 ,1559 ,2319 ,3179 ,3560 ,3181 ,2643 ,412 ,12 
전라남도 완도군 (4689000000),48631 ,48631 ,2887 ,3490 ,3562 ,3611 ,5916 ,7871 ,8737 ,7319 ,4589 ,633 ,16 ,24475 ,24475 ,1497 ,1815 ,2096 ,1947 ,3451 ,4432 ,4365 ,3276 ,1470 ,124 ,2 ,24156 ,24156 ,1390 ,1675 ,1466 ,1664 ,2465 ,3439 ,4372 ,4043 ,3119 ,509 ,14 
전라남도 진도군 (4690000000),30066 ,30066 ,1547 ,2153 ,2417 ,2079 ,3398 ,4958 ,5515 ,4519 ,3074 ,397 ,9 ,14908 ,14908 ,758 ,1087 ,1419 ,1108 ,1975 ,2802 ,2815 ,1954 ,918 ,72 ,0 ,15158 ,15158 ,789 ,1066 ,998 ,971 ,1423 ,2156 ,2700 ,2565 ,2156 ,325 ,9 
전라남도 신안군 (4691000000),38217 ,38217 ,1412 ,1957 ,2538 ,2469 ,4102 ,6903 ,7970 ,6209 ,4131 ,515 ,11 ,20455 ,20455 ,725 ,1000 ,1554 ,1549 ,2719 ,4250 ,4410 ,2877 ,1264 ,102 ,5 ,17762 ,17762 ,687 ,957 ,984 ,920 ,1383 ,2653 ,3560 ,3332 ,2867 ,413 ,6 
경상북도  (4700000000),2626609 ,2626609 ,178515 ,221964 ,276021 ,279475 ,377180 ,454427 ,433047 ,244151 ,140963 ,20313 ,553 ,1323661 ,1323661 ,91921 ,116463 ,156417 ,149655 ,196384 ,235784 ,215957 ,110147 ,46691 ,4181 ,61 ,1302948 ,1302948 ,86594 ,105501 ,119604 ,129820 ,180796 ,218643 ,217090 ,134004 ,94272 ,16132 ,492 
경상북도 포항시 (4711000000),503852 ,503852 ,37303 ,46200 ,56622 ,57588 ,76741 ,89130 ,82934 ,38543 ,16407 ,2324 ,60 ,255292 ,255292 ,19334 ,24225 ,32678 ,30755 ,38751 ,44834 ,40569 ,18193 ,5526 ,421 ,6 ,248560 ,248560 ,17969 ,21975 ,23944 ,26833 ,37990 ,44296 ,42365 ,20350 ,10881 ,1903 ,54 
경상북도 포항시 남구 (4711100000),230801 ,230801 ,16367 ,20936 ,26608 ,25839 ,35548 ,40919 ,38397 ,17988 ,7196 ,976 ,27 ,119438 ,119438 ,8458 ,10994 ,15900 ,14115 ,18486 ,21331 ,18951 ,8608 ,2431 ,163 ,1 ,111363 ,111363 ,7909 ,9942 ,10708 ,11724 ,17062 ,19588 ,19446 ,9380 ,4765 ,813 ,26 
경상북도 포항시 북구 (4711300000),273051 ,273051 ,20936 ,25264 ,30014 ,31749 ,41193 ,48211 ,44537 ,20555 ,9211 ,1348 ,33 ,135854 ,135854 ,10876 ,13231 ,16778 ,16640 ,20265 ,23503 ,21618 ,9585 ,3095 ,258 ,5 ,137197 ,137197 ,10060 ,12033 ,13236 ,15109 ,20928 ,24708 ,22919 ,10970 ,6116 ,1090 ,28 
경상북도 경주시 (4713000000),251889 ,251889 ,15375 ,20189 ,25692 ,24522 ,35744 ,46590 ,43321 ,25011 ,13521 ,1875 ,49 ,126024 ,126024 ,7861 ,10505 ,14500 ,13120 ,18599 ,24106 ,21458 ,11190 ,4317 ,364 ,4 ,125865 ,125865 ,7514 ,9684 ,11192 ,11402 ,17145 ,22484 ,21863 ,13821 ,9204 ,1511 ,45 
경상북도 김천시 (4715000000),140239 ,140239 ,9980 ,12209 ,14146 ,14498 ,19216 ,23564 ,23391 ,13488 ,8449 ,1265 ,33 ,70305 ,70305 ,5145 ,6630 ,7900 ,7608 ,10107 ,12303 ,11576 ,5969 ,2782 ,283 ,2 ,69934 ,69934 ,4835 ,5579 ,6246 ,6890 ,9109 ,11261 ,11815 ,7519 ,5667 ,982 ,31 
경상북도 안동시 (4717000000),156972 ,156972 ,9970 ,13343 ,16268 ,14980 ,21625 ,25727 ,26818 ,16671 ,10016 ,1513 ,41 ,77590 ,77590 ,5192 ,6983 ,8833 ,7860 ,11129 ,13264 ,13040 ,7496 ,3470 ,313 ,10 ,79382 ,79382 ,4778 ,6360 ,7435 ,7120 ,10496 ,12463 ,13778 ,9175 ,6546 ,1200 ,31 
경상북도 구미시 (4719000000),412581 ,412581 ,38692 ,44170 ,54463 ,62965 ,72728 ,70065 ,43315 ,16494 ,8411 ,1248 ,30 ,212021 ,212021 ,19886 ,22962 ,30590 ,33673 ,36717 ,35701 ,22246 ,7360 ,2647 ,237 ,2 ,200560 ,200560 ,18806 ,21208 ,23873 ,29292 ,36011 ,34364 ,21069 ,9134 ,5764 ,1011 ,28 
경상북도 영주시 (4721000000),101942 ,101942 ,5742 ,8608 ,9477 ,8121 ,13410 ,17337 ,19200 ,11785 ,7112 ,1101 ,49 ,50591 ,50591 ,2996 ,4493 ,5514 ,4369 ,6889 ,8966 ,9254 ,5331 ,2528 ,244 ,7 ,51351 ,51351 ,2746 ,4115 ,3963 ,3752 ,6521 ,8371 ,9946 ,6454 ,4584 ,857 ,42 
경상북도 영천시 (4723000000),101888 ,101888 ,5527 ,6547 ,9646 ,9149 ,12245 ,18106 ,19721 ,12741 ,7291 ,894 ,21 ,51737 ,51737 ,2811 ,3490 ,5668 ,4955 ,6730 ,9695 ,9974 ,5805 ,2396 ,208 ,5 ,50151 ,50151 ,2716 ,3057 ,3978 ,4194 ,5515 ,8411 ,9747 ,6936 ,4895 ,686 ,16 
경상북도 상주시 (4725000000),95566 ,95566 ,4902 ,7295 ,7641 ,7029 ,10949 ,16169 ,19155 ,12388 ,8621 ,1381 ,36 ,46869 ,46869 ,2552 ,3847 ,4411 ,3771 ,5794 ,8591 ,9472 ,5449 ,2720 ,260 ,2 ,48697 ,48697 ,2350 ,3448 ,3230 ,3258 ,5155 ,7578 ,9683 ,6939 ,5901 ,1121 ,34 
경상북도 문경시 (4728000000),71154 ,71154 ,3827 ,5427 ,6140 ,5416 ,8563 ,11824 ,14084 ,9183 ,5792 ,867 ,31 ,34919 ,34919 ,1954 ,2945 ,3456 ,2856 ,4574 ,6153 ,6883 ,4033 ,1887 ,173 ,5 ,36235 ,36235 ,1873 ,2482 ,2684 ,2560 ,3989 ,5671 ,7201 ,5150 ,3905 ,694 ,26 
경상북도 경산시 (4729000000),268369 ,268369 ,19729 ,22857 ,36271 ,32967 ,41676 ,45856 ,37558 ,20275 ,9888 ,1262 ,30 ,134940 ,134940 ,10037 ,11884 ,19729 ,17767 ,21368 ,22986 ,18414 ,9043 ,3425 ,282 ,5 ,133429 ,133429 ,9692 ,10973 ,16542 ,15200 ,20308 ,22870 ,19144 ,11232 ,6463 ,980 ,25 
경상북도 군위군 (4772000000),22945 ,22945 ,605 ,919 ,1379 ,1206 ,2006 ,4154 ,5607 ,3993 ,2710 ,351 ,15 ,11761 ,11761 ,330 ,499 ,827 ,709 ,1168 ,2373 ,2986 ,1865 ,930 ,73 ,1 ,11184 ,11184 ,275 ,420 ,552 ,497 ,838 ,1781 ,2621 ,2128 ,1780 ,278 ,14 
경상북도 의성군 (4773000000),50632 ,50632 ,1801 ,2186 ,2833 ,2951 ,4458 ,8174 ,12182 ,8851 ,6304 ,876 ,16 ,24796 ,24796 ,951 ,1152 ,1636 ,1636 ,2594 ,4463 ,6175 ,3904 ,2094 ,190 ,1 ,25836 ,25836 ,850 ,1034 ,1197 ,1315 ,1864 ,3711 ,6007 ,4947 ,4210 ,686 ,15 
경상북도 청송군 (4775000000),24539 ,24539 ,917 ,1149 ,1572 ,1554 ,2239 ,4471 ,5734 ,3970 ,2583 ,339 ,11 ,12261 ,12261 ,478 ,607 ,958 ,905 ,1282 ,2396 ,2875 ,1785 ,901 ,73 ,1 ,12278 ,12278 ,439 ,542 ,614 ,649 ,957 ,2075 ,2859 ,2185 ,1682 ,266 ,10 
경상북도 영양군 (4776000000),16320 ,16320 ,675 ,892 ,1065 ,993 ,1602 ,2846 ,3611 ,2583 ,1772 ,268 ,13 ,8144 ,8144 ,350 ,462 ,609 ,547 ,949 ,1606 ,1837 ,1127 ,592 ,63 ,2 ,8176 ,8176 ,325 ,430 ,456 ,446 ,653 ,1240 ,1774 ,1456 ,1180 ,205 ,11 
경상북도 영덕군 (4777000000),35314 ,35314 ,1458 ,2030 ,2232 ,2157 ,3631 ,5992 ,7540 ,5770 ,3926 ,562 ,16 ,16777 ,16777 ,727 ,1052 ,1311 ,1130 ,1985 ,3234 ,3635 ,2381 ,1217 ,104 ,1 ,18537 ,18537 ,731 ,978 ,921 ,1027 ,1646 ,2758 ,3905 ,3389 ,2709 ,458 ,15 
경상북도 청도군 (4782000000),41891 ,41891 ,1412 ,2233 ,2582 ,2575 ,4283 ,7091 ,9963 ,6674 ,4417 ,652 ,9 ,20598 ,20598 ,722 ,1137 ,1505 ,1395 ,2376 ,3766 ,5080 ,3071 ,1412 ,134 ,0 ,21293 ,21293 ,690 ,1096 ,1077 ,1180 ,1907 ,3325 ,4883 ,3603 ,3005 ,518 ,9 
경상북도 고령군 (4783000000),30626 ,30626 ,1316 ,1908 ,2302 ,2055 ,3550 ,5716 ,6588 ,4118 ,2722 ,347 ,4 ,15741 ,15741 ,688 ,1018 ,1343 ,1116 ,1999 ,3247 ,3496 ,1849 ,900 ,84 ,1 ,14885 ,14885 ,628 ,890 ,959 ,939 ,1551 ,2469 ,3092 ,2269 ,1822 ,263 ,3 
경상북도 성주군 (4784000000),42842 ,42842 ,1819 ,2182 ,3200 ,3149 ,4509 ,8085 ,9853 ,5935 ,3583 ,516 ,11 ,22216 ,22216 ,918 ,1194 ,1920 ,1708 ,2670 ,4486 ,5231 ,2788 ,1189 ,110 ,2 ,20626 ,20626 ,901 ,988 ,1280 ,1441 ,1839 ,3599 ,4622 ,3147 ,2394 ,406 ,9 
경상북도 칠곡군 (4785000000),113822 ,113822 ,8686 ,11350 ,11574 ,13720 ,20557 ,20000 ,14926 ,7686 ,4635 ,670 ,18 ,59260 ,59260 ,4490 ,5935 ,6644 ,7435 ,11057 ,10834 ,7773 ,3425 ,1505 ,161 ,1 ,54562 ,54562 ,4196 ,5415 ,4930 ,6285 ,9500 ,9166 ,7153 ,4261 ,3130 ,509 ,17 
경상북도 예천군 (4790000000),55739 ,55739 ,4450 ,4455 ,4031 ,5272 ,7225 ,7901 ,9803 ,6746 ,5114 ,718 ,24 ,27391 ,27391 ,2262 ,2354 ,2266 ,2652 ,3874 ,4155 ,4924 ,3024 ,1736 ,143 ,1 ,28348 ,28348 ,2188 ,2101 ,1765 ,2620 ,3351 ,3746 ,4879 ,3722 ,3378 ,575 ,23 
경상북도 봉화군 (4792000000),30762 ,30762 ,1227 ,1803 ,1820 ,1752 ,3024 ,5526 ,7111 ,4663 ,3305 ,510 ,21 ,15551 ,15551 ,634 ,963 ,1096 ,975 ,1753 ,3002 ,3716 ,2134 ,1157 ,120 ,1 ,15211 ,15211 ,593 ,840 ,724 ,777 ,1271 ,2524 ,3395 ,2529 ,2148 ,390 ,20 
경상북도 울진군 (4793000000),47858 ,47858 ,2725 ,3559 ,4253 ,4076 ,5986 ,8320 ,8814 ,5534 ,3883 ,695 ,13 ,24026 ,24026 ,1406 ,1897 ,2525 ,2255 ,3271 ,4570 ,4390 ,2429 ,1161 ,121 ,1 ,23832 ,23832 ,1319 ,1662 ,1728 ,1821 ,2715 ,3750 ,4424 ,3105 ,2722 ,574 ,12 
경상북도 울릉군 (4794000000),8867 ,8867 ,377 ,453 ,812 ,780 ,1213 ,1783 ,1818 ,1049 ,501 ,79 ,2 ,4851 ,4851 ,197 ,229 ,498 ,458 ,748 ,1053 ,953 ,496 ,199 ,20 ,0 ,4016 ,4016 ,180 ,224 ,314 ,322 ,465 ,730 ,865 ,553 ,302 ,59 ,2 
경상남도  (4800000000),3314183 ,3314183 ,250669 ,319461 ,362661 ,379886 ,527396 ,579779 ,494113 ,249720 ,131422 ,18682 ,394 ,1668338 ,1668338 ,128993 ,166472 ,202593 ,198989 ,271358 ,296690 ,245713 ,112084 ,41890 ,3497 ,59 ,1645845 ,1645845 ,121676 ,152989 ,160068 ,180897 ,256038 ,283089 ,248400 ,137636 ,89532 ,15185 ,335 
경상남도 창원시 (4812000000),1032741 ,1032741 ,78953 ,98134 ,125367 ,129935 ,166304 ,184802 ,151447 ,65921 ,28070 ,3743 ,65 ,523223 ,523223 ,40798 ,51201 ,70239 ,68959 ,84833 ,91651 ,74838 ,30477 ,9528 ,687 ,12 ,509518 ,509518 ,38155 ,46933 ,55128 ,60976 ,81471 ,93151 ,76609 ,35444 ,18542 ,3056 ,53 
경상남도 창원시 의창구 (4812100000),218027 ,218027 ,17098 ,19331 ,27854 ,28250 ,33887 ,41180 ,32055 ,12278 ,5335 ,741 ,18 ,110998 ,110998 ,8723 ,10169 ,15581 ,14947 ,17415 ,20227 ,16197 ,5894 ,1714 ,128 ,3 ,107029 ,107029 ,8375 ,9162 ,12273 ,13303 ,16472 ,20953 ,15858 ,6384 ,3621 ,613 ,15 
경상남도 창원시 성산구 (4812300000),251562 ,251562 ,18293 ,25685 ,36742 ,34408 ,40443 ,51029 ,31621 ,9049 ,3700 ,584 ,8 ,128346 ,128346 ,9427 ,13512 ,20618 ,18424 ,19491 ,24584 ,16664 ,4419 ,1109 ,95 ,3 ,123216 ,123216 ,8866 ,12173 ,16124 ,15984 ,20952 ,26445 ,14957 ,4630 ,2591 ,489 ,5 
경상남도 창원시 마산합포구 (4812500000),181322 ,181322 ,13189 ,14271 ,18856 ,21324 ,26814 ,29467 ,31732 ,17049 ,7542 ,1062 ,16 ,90141 ,90141 ,6833 ,7355 ,10394 ,11258 ,14158 ,14705 ,14989 ,7665 ,2570 ,211 ,3 ,91181 ,91181 ,6356 ,6916 ,8462 ,10066 ,12656 ,14762 ,16743 ,9384 ,4972 ,851 ,13 
경상남도 창원시 마산회원구 (4812700000),186881 ,186881 ,12175 ,17589 ,21079 ,20252 ,29306 ,33657 ,31035 ,15312 ,5834 ,631 ,11 ,93661 ,93661 ,6286 ,9183 ,11714 ,10744 ,14962 ,16753 ,14834 ,6966 ,2106 ,112 ,1 ,93220 ,93220 ,5889 ,8406 ,9365 ,9508 ,14344 ,16904 ,16201 ,8346 ,3728 ,519 ,10 
경상남도 창원시 진해구 (4812900000),194949 ,194949 ,18198 ,21258 ,20836 ,25701 ,35854 ,29469 ,25004 ,12233 ,5659 ,725 ,12 ,100077 ,100077 ,9529 ,10982 ,11932 ,13586 ,18807 ,15382 ,12154 ,5533 ,2029 ,141 ,2 ,94872 ,94872 ,8669 ,10276 ,8904 ,12115 ,17047 ,14087 ,12850 ,6700 ,3630 ,584 ,10 
경상남도 진주시 (4817000000),347097 ,347097 ,26794 ,34686 ,44515 ,40721 ,53267 ,57288 ,48836 ,25856 ,13220 ,1860 ,54 ,171601 ,171601 ,13872 ,18251 ,24457 ,21008 ,26502 ,28316 ,23308 ,11348 ,4184 ,348 ,7 ,175496 ,175496 ,12922 ,16435 ,20058 ,19713 ,26765 ,28972 ,25528 ,14508 ,9036 ,1512 ,47 
경상남도 통영시 (4822000000),125383 ,125383 ,8547 ,12671 ,10479 ,12323 ,20816 ,21988 ,21449 ,11343 ,5082 ,673 ,12 ,62928 ,62928 ,4299 ,6531 ,5863 ,6317 ,11141 ,11426 ,10425 ,5189 ,1612 ,124 ,1 ,62455 ,62455 ,4248 ,6140 ,4616 ,6006 ,9675 ,10562 ,11024 ,6154 ,3470 ,549 ,11 
경상남도 사천시 (4824000000),109953 ,109953 ,7638 ,10123 ,10300 ,11135 ,17382 ,18340 ,17273 ,10768 ,6078 ,895 ,21 ,55433 ,55433 ,3958 ,5215 ,6167 ,6054 ,9167 ,9775 ,8373 ,4661 ,1913 ,145 ,5 ,54520 ,54520 ,3680 ,4908 ,4133 ,5081 ,8215 ,8565 ,8900 ,6107 ,4165 ,750 ,16 
경상남도 사천남양출장소 (4824500000),0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경상남도 김해시 (4825000000),537673 ,537673 ,45854 ,60101 ,66584 ,66222 ,96078 ,98718 ,63217 ,27140 ,12216 ,1513 ,30 ,271899 ,271899 ,23430 ,31096 ,36374 ,34264 ,47783 ,50538 ,32282 ,12018 ,3837 ,272 ,5 ,265774 ,265774 ,22424 ,29005 ,30210 ,31958 ,48295 ,48180 ,30935 ,15122 ,8379 ,1241 ,25 
경상남도 장유출장소 (4825200000),0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경상남도 밀양시 (4827000000),103525 ,103525 ,5235 ,7470 ,8620 ,8397 ,12627 ,18230 ,21960 ,12837 ,7196 ,932 ,21 ,50849 ,50849 ,2690 ,3892 ,5043 ,4428 ,6672 ,9259 ,10809 ,5695 ,2177 ,180 ,4 ,52676 ,52676 ,2545 ,3578 ,3577 ,3969 ,5955 ,8971 ,11151 ,7142 ,5019 ,752 ,17 
경상남도 거제시 (4831000000),241216 ,241216 ,24145 ,27952 ,22796 ,32802 ,47254 ,40041 ,28798 ,11361 ,5213 ,833 ,21 ,126291 ,126291 ,12495 ,14569 ,12926 ,17068 ,25564 ,21713 ,14731 ,5458 ,1638 ,124 ,5 ,114925 ,114925 ,11650 ,13383 ,9870 ,15734 ,21690 ,18328 ,14067 ,5903 ,3575 ,709 ,16 
경상남도 양산시 (4833000000),354726 ,354726 ,32841 ,34631 ,39334 ,47338 ,61525 ,59617 ,46636 ,22013 ,9554 ,1210 ,27 ,177759 ,177759 ,16819 ,17667 ,21154 ,24314 ,31359 ,29985 ,22871 ,9971 ,3362 ,253 ,4 ,176967 ,176967 ,16022 ,16964 ,18180 ,23024 ,30166 ,29632 ,23765 ,12042 ,6192 ,957 ,23 
경상남도 양산시웅상출장소 (4833200000),0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경상남도 의령군 (4872000000),26322 ,26322 ,986 ,1444 ,1826 ,1620 ,2685 ,4488 ,5813 ,3805 ,3144 ,504 ,7 ,12966 ,12966 ,515 ,758 ,1060 ,874 ,1522 ,2505 ,3102 ,1611 ,915 ,103 ,1 ,13356 ,13356 ,471 ,686 ,766 ,746 ,1163 ,1983 ,2711 ,2194 ,2229 ,401 ,6 
경상남도 함안군 (4873000000),62547 ,62547 ,3586 ,5756 ,5058 ,5011 ,8880 ,11003 ,11710 ,6646 ,4266 ,623 ,8 ,31816 ,31816 ,1818 ,3055 ,2992 ,2568 ,4780 ,6061 ,6140 ,2996 ,1290 ,115 ,1 ,30731 ,30731 ,1768 ,2701 ,2066 ,2443 ,4100 ,4942 ,5570 ,3650 ,2976 ,508 ,7 
경상남도 창녕군 (4874000000),60129 ,60129 ,2865 ,4016 ,4443 ,4672 ,6842 ,10635 ,12791 ,7956 ,5181 ,712 ,16 ,29948 ,29948 ,1491 ,2147 ,2569 ,2566 ,3807 ,5745 ,6407 ,3512 ,1578 ,126 ,0 ,30181 ,30181 ,1374 ,1869 ,1874 ,2106 ,3035 ,4890 ,6384 ,4444 ,3603 ,586 ,16 
경상남도 고성군 (4882000000),50478 ,50478 ,2277 ,4058 ,3688 ,3408 ,6031 ,8946 ,10190 ,6763 ,4398 ,704 ,15 ,25297 ,25297 ,1148 ,2206 ,2181 ,1885 ,3323 ,4918 ,5094 ,3054 ,1364 ,122 ,2 ,25181 ,25181 ,1129 ,1852 ,1507 ,1523 ,2708 ,4028 ,5096 ,3709 ,3034 ,582 ,13 
경상남도 남해군 (4884000000),42266 ,42266 ,1512 ,2831 ,3033 ,2302 ,4341 ,7121 ,8602 ,6604 ,4971 ,936 ,13 ,20450 ,20450 ,778 ,1555 ,1870 ,1208 ,2296 ,3867 ,4244 ,2942 ,1520 ,169 ,1 ,21816 ,21816 ,734 ,1276 ,1163 ,1094 ,2045 ,3254 ,4358 ,3662 ,3451 ,767 ,12 
경상남도 하동군 (4885000000),43449 ,43449 ,1633 ,2673 ,3037 ,2529 ,4549 ,8031 ,9375 ,6293 ,4525 ,790 ,14 ,21696 ,21696 ,853 ,1452 ,1806 ,1390 ,2535 ,4420 ,4885 ,2792 ,1401 ,159 ,3 ,21753 ,21753 ,780 ,1221 ,1231 ,1139 ,2014 ,3611 ,4490 ,3501 ,3124 ,631 ,11 
경상남도 산청군 (4886000000),34360 ,34360 ,1175 ,2006 ,2261 ,1935 ,3291 ,6304 ,7797 ,5162 ,3809 ,606 ,14 ,16931 ,16931 ,601 ,1083 ,1296 ,1048 ,1816 ,3452 ,4068 ,2312 ,1133 ,120 ,2 ,17429 ,17429 ,574 ,923 ,965 ,887 ,1475 ,2852 ,3729 ,2850 ,2676 ,486 ,12 
경상남도 함양군 (4887000000),38310 ,38310 ,1695 ,2786 ,2892 ,2427 ,4100 ,6742 ,7726 ,5348 ,3958 ,624 ,12 ,18531 ,18531 ,858 ,1459 ,1650 ,1242 ,2224 ,3639 ,3887 ,2230 ,1219 ,121 ,2 ,19779 ,19779 ,837 ,1327 ,1242 ,1185 ,1876 ,3103 ,3839 ,3118 ,2739 ,503 ,10 
경상남도 거창군 (4888000000),61073 ,61073 ,3496 ,5818 ,5667 ,4755 ,7444 ,10294 ,10845 ,6923 ,5015 ,792 ,24 ,29955 ,29955 ,1827 ,3125 ,3347 ,2485 ,3787 ,5389 ,5328 ,2888 ,1593 ,183 ,3 ,31118 ,31118 ,1669 ,2693 ,2320 ,2270 ,3657 ,4905 ,5517 ,4035 ,3422 ,609 ,21 
경상남도 합천군 (4889000000),42935 ,42935 ,1437 ,2305 ,2761 ,2354 ,3980 ,7191 ,9648 ,6981 ,5526 ,732 ,20 ,20765 ,20765 ,743 ,1210 ,1599 ,1311 ,2247 ,4031 ,4921 ,2930 ,1626 ,146 ,1 ,22170 ,22170 ,694 ,1095 ,1162 ,1043 ,1733 ,3160 ,4727 ,4051 ,3900 ,586 ,19 
제주특별자치도  (5000000000),676759 ,676759 ,57987 ,70369 ,80923 ,81026 ,111251 ,114905 ,84877 ,45783 ,25230 ,4213 ,195 ,339177 ,339177 ,29782 ,36810 ,42819 ,40755 ,56996 ,59685 ,42122 ,20913 ,8623 ,662 ,10 ,337582 ,337582 ,28205 ,33559 ,38104 ,40271 ,54255 ,55220 ,42755 ,24870 ,16607 ,3551 ,185 
제주특별자치도 제주시 (5011000000),493096 ,493096 ,43758 ,52802 ,62256 ,61500 ,81836 ,82663 ,58499 ,30370 ,16396 ,2895 ,121 ,246494 ,246494 ,22456 ,27577 ,32756 ,30996 ,41482 ,42419 ,28963 ,13788 ,5594 ,457 ,6 ,246602 ,246602 ,21302 ,25225 ,29500 ,30504 ,40354 ,40244 ,29536 ,16582 ,10802 ,2438 ,115 
제주특별자치도 서귀포시 (5013000000),183663 ,183663 ,14229 ,17567 ,18667 ,19526 ,29415 ,32242 ,26378 ,15413 ,8834 ,1318 ,74 ,92683 ,92683 ,7326 ,9233 ,10063 ,9759 ,15514 ,17266 ,13159 ,7125 ,3029 ,205 ,4 ,90980 ,90980 ,6903 ,8334 ,8604 ,9767 ,13901 ,14976 ,13219 ,8288 ,5805 ,1113 ,70 
